x,y,type,title,uid,aid,did,player,population,alliance,tribe
-200,-127,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,-126,unoccupied,Unoccupied 4-5-3-6,,,,,,,
-200,-124,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-200,-123,village,Village Osada: Nataszka,24513,,69578,Nataszka,15,Tribe Gauls,Gauls
-200,-122,oasis,Forest,,,,,,,
-200,-121,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-200,-120,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,-119,unoccupied,Unoccupied 5-3-4-6,,,,,,,
-200,-118,village,Village A legend`s village,24285,,69305,A legend,8,Tribe Gauls,Gauls
-200,-117,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,-116,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,-114,village,Village seyrek0720 Köyü,24106,,69092,seyrek0720,13,Tribe Gauls,Gauls
-200,-113,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-200,-112,oasis,Forest,,,,,,,
-200,-111,oasis,Forest,,,,,,,
-200,-110,other,{k.fo},,,-1,,,,
-200,-109,village,Village IIIII`s village,23937,,68894,IIIII,12,Tribe Gauls,Gauls
-200,-108,unoccupied,Unoccupied 4-3-4-7,,,,,,,
-200,-107,other,{k.fo},,,-1,,,,
-200,-106,other,{k.fo},,,-1,,,,
-200,-104,unoccupied,Unoccupied 3-4-5-6,,,,,,,
-200,-103,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-200,-102,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,-101,other,{k.fo},,,-1,,,,
-200,-100,oasis,Clay,,,,,,,
-200,-99,other,{k.fo},,,-1,,,,
-200,-98,unoccupied,Unoccupied 3-4-5-6,,,,,,,
-200,-97,other,{k.fo},,,-1,,,,
-200,-96,village,Village account´s Dorp,23404,,68257,account,32,Tribe Romans,Romans
-200,-94,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-200,-93,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-200,-92,unoccupied,Unoccupied 4-4-3-7,,,,,,,
-200,-91,unoccupied,Unoccupied 4-5-3-6,,,,,,,
-200,-90,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-200,-89,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,-88,oasis,Forest,,,,,,,
-200,-87,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-200,-86,unoccupied,Unoccupied 4-5-3-6,,,,,,,
-200,-84,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,-83,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,-82,village,Village Villaggio di AluDeLaCalle,22786,,67495,AluDeLaCalle,16,Tribe Gauls,Gauls
-200,-81,unoccupied,Unoccupied 4-5-3-6,,,,,,,
-200,-80,unoccupied,Unoccupied 4-3-4-7,,,,,,,
-200,-79,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,-78,village,Village nn2344`s village,22669,,67342,nn2344,10,Tribe Gauls,Gauls
-200,-77,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-200,-76,unoccupied,Unoccupied 4-4-3-7,,,,,,,
-200,-74,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,-73,unoccupied,Unoccupied 4-3-4-7,,,,,,,
-200,-72,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-200,-71,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-200,-70,unoccupied,Unoccupied 3-4-5-6,,,,,,,
-200,-69,unoccupied,Unoccupied 4-4-3-7,,,,,,,
-200,-68,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-200,-67,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,-66,unoccupied,Unoccupied 4-3-4-7,,,,,,,
-200,-64,unoccupied,Unoccupied 4-4-3-7,,,,,,,
-200,-63,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,-62,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-200,-61,village,Village Village de LaBaronie,21923,,66386,LaBaronie,17,Tribe Gauls,Gauls
-200,-60,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,-59,other,{k.fo},,,-1,,,,
-200,-58,unoccupied,Unoccupied 4-3-4-7,,,,,,,
-200,-57,unoccupied,Unoccupied 4-3-4-7,,,,,,,
-200,-56,unoccupied,Unoccupied 4-5-3-6,,,,,,,
-200,-54,oasis,Clay,,,,,,,
-200,-53,unoccupied,Unoccupied 4-5-3-6,,,,,,,
-200,-52,unoccupied,Unoccupied 3-4-5-6,,,,,,,
-200,-51,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,-50,unoccupied,Unoccupied 4-5-3-6,,,,,,,
-200,-49,unoccupied,Unoccupied 4-3-4-7,,,,,,,
-200,-48,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-200,-47,unoccupied,Unoccupied 4-5-3-6,,,,,,,
-200,-46,unoccupied,Unoccupied 3-4-5-6,,,,,,,
-200,-44,village,Village Aldea de Worcesteric,21361,537,65754,Worcesteric,296,SK.xx,Gauls
-200,-43,village,Village Aldea nueva,21361,537,74212,Worcesteric,85,SK.xx,Gauls
-200,-42,oasis,Forest,,,,,,,
-200,-41,village,Village Natars -200|-41,1,,65533,Natars,10,Tribe Natars,Natars
-200,-40,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,-39,other,{k.fo},,,-1,,,,
-200,-38,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-200,-37,village,Village Vikingdad´s Dorp,21029,,65336,Vikingdad,10,Tribe Gauls,Gauls
-200,-36,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,-34,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,-33,unoccupied,Unoccupied 3-4-4-7,,,,,,,
-200,-32,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,-31,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,-30,other,{k.fo},,,-1,,,,
-200,-29,other,{k.fo},,,-1,,,,
-200,-28,oasis,Clay,,,,,,,
-200,-27,village,Village aquele`s village,20844,,65121,aquele,12,Tribe Gauls,Gauls
-200,-26,unoccupied,Unoccupied 3-4-5-6,,,,,,,
-200,-24,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-200,-23,village,{k.bt},20062,322,-1,metty Alliance TURCO Tribe Gauls,,TURCO,Gauls
-200,-22,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,-21,village,Village Jotunheim,20658,,64898,Olipub,83,Tribe Gauls,Gauls
-200,-20,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-200,-19,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,-18,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-200,-17,unoccupied,Unoccupied 4-3-4-7,,,,,,,
-200,-16,oasis,Forest,,,,,,,
-200,-14,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,-13,other,{k.fo},,,-1,,,,
-200,-12,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-200,-11,village,Village SmtZ Köyü,20486,,64589,SmtZ,9,Tribe Gauls,Gauls
-200,-10,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,-9,oasis,Clay,,,,,,,
-200,-8,village,Village Mediolanum,18538,322,74209,Vercingetorge,142,TURCO,Gauls
-200,-7,oasis,Forest,,,,,,,
-200,-6,unoccupied,Unoccupied 3-4-4-7,,,,,,,
-200,-4,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-200,-3,oasis,Clay,,,,,,,
-200,-2,oasis,Clay,,,,,,,
-200,-1,other,{k.fo},,,-1,,,,
-200,0,oasis,Forest,,,,,,,
-200,1,village,Village Aldeia do Maximus Thor,20189,,64245,Maximus Thor,19,Tribe Romans,Romans
-200,2,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,3,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-200,4,unoccupied,Unoccupied 4-5-3-6,,,,,,,
-200,6,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-200,7,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,8,unoccupied,Unoccupied 4-4-3-7,,,,,,,
-200,9,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,10,oasis,Lake,,,,,,,
-200,11,oasis,Lake,,,,,,,
-200,12,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-200,13,village,Village Osada: ggbambik,20201,,64258,ggbambik,9,Tribe Gauls,Gauls
-200,14,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-200,16,unoccupied,Unoccupied 4-5-3-6,,,,,,,
-200,17,unoccupied,Unoccupied 4-4-3-7,,,,,,,
-200,18,unoccupied,Unoccupied 4-3-4-7,,,,,,,
-200,19,village,Village Aldea de SanjiRonoa,20403,323,64489,SanjiRonoa,295,I.U.,Gauls
-200,20,unoccupied,Unoccupied 4-3-4-7,,,,,,,
-200,21,oasis,Clay,,,,,,,
-200,22,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-200,23,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-200,24,other,{k.fo},,,-1,,,,
-200,26,other,{k.fo},,,-1,,,,
-200,27,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,28,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-200,29,unoccupied,Unoccupied 4-3-4-7,,,,,,,
-200,30,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,31,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-200,32,unoccupied,Unoccupied 4-3-4-7,,,,,,,
-200,33,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,34,unoccupied,Unoccupied 3-4-5-6,,,,,,,
-200,36,oasis,Forest,,,,,,,
-200,37,unoccupied,Unoccupied 3-4-5-6,,,,,,,
-200,38,unoccupied,Unoccupied 4-4-3-7,,,,,,,
-200,39,unoccupied,Unoccupied 4-3-4-7,,,,,,,
-200,40,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,41,oasis,Forest,,,,,,,
-200,42,village,Village Vesnice: PO.II,20932,,65224,PO.II,10,Tribe Gauls,Gauls
-200,43,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,44,unoccupied,Unoccupied 4-5-3-6,,,,,,,
-200,46,other,{k.fo},,,-1,,,,
-200,47,oasis,Clay,,,,,,,
-200,48,oasis,Clay,,,,,,,
-200,49,oasis,Lake,,,,,,,
-200,50,village,Village Naselje - tom112,21267,,65646,tom112,15,Tribe Gauls,Gauls
-200,51,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,52,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,53,unoccupied,Unoccupied 3-4-4-7,,,,,,,
-200,54,unoccupied,Unoccupied 3-4-4-7,,,,,,,
-200,56,other,{k.fo},,,-1,,,,
-200,57,oasis,Forest,,,,,,,
-200,58,village,Village Uwukai`s Residenz,21585,102,66001,Uwukai,174,GER,Teutons
-200,59,unoccupied,Unoccupied 4-4-3-7,,,,,,,
-200,60,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,61,oasis,Clay,,,,,,,
-200,62,other,{k.fo},,,-1,,,,
-200,63,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-200,64,unoccupied,Unoccupied 4-4-3-7,,,,,,,
-200,66,village,Village Dorf von DocBrown,21998,,66498,DocBrown,8,Tribe Gauls,Gauls
-200,67,other,{k.fo},,,-1,,,,
-200,68,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-200,69,unoccupied,Unoccupied 4-5-3-6,,,,,,,
-200,70,other,{k.fo},,,-1,,,,
-200,71,oasis,Lake,,,,,,,
-200,72,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-200,73,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,74,village,Village Natars -200|74,1,,66817,Natars,9,Tribe Natars,Natars
-200,76,oasis,Clay,,,,,,,
-200,77,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-200,78,village,Village Aldeia do Dfmaster,22476,,67073,Dfmaster,25,Tribe Gauls,Gauls
-200,79,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,80,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-200,81,other,{k.fo},,,-1,,,,
-200,82,oasis,Lake,,,,,,,
-200,83,village,Village Natars -200|83,1,,67509,Natars,54,Tribe Natars,Natars
-200,84,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,86,village,Village Villaggio di Capital_XXI,22845,387,67562,Capital_XXI,227,#ARV1,Gauls
-200,87,unoccupied,Unoccupied 3-4-5-6,,,,,,,
-200,88,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-200,89,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-200,90,village,Village Село од ShM,22960,,67700,ShM,10,Tribe Gauls,Gauls
-200,91,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,92,village,Village Osada: MateoTM,23048,,67828,MateoTM,10,Tribe Gauls,Gauls
-200,93,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,94,oasis,Forest,,,,,,,
-200,96,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,97,unoccupied,Unoccupied 3-4-5-6,,,,,,,
-200,98,village,Village Skaffa076´s Dorp,23348,,68189,Skaffa076,10,Tribe Gauls,Gauls
-200,99,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,100,unoccupied,Unoccupied 3-4-4-7,,,,,,,
-200,101,village,Village Osada: Snoopi,23485,,68371,Snoopi,21,Tribe Gauls,Gauls
-200,102,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,103,unoccupied,Unoccupied 4-4-3-7,,,,,,,
-200,104,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,106,oasis,Forest,,,,,,,
-200,107,unoccupied,Unoccupied 4-5-3-6,,,,,,,
-200,108,unoccupied,Unoccupied 4-4-3-7,,,,,,,
-200,109,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-200,110,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-200,111,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,112,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,113,oasis,Lake,,,,,,,
-200,114,village,Village strijder11´s Dorp,23986,,68956,strijder11,36,Tribe Gauls,Gauls
-200,116,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-200,117,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,118,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-200,119,unoccupied,Unoccupied 4-5-3-6,,,,,,,
-200,120,unoccupied,Unoccupied 3-4-4-7,,,,,,,
-200,121,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,122,village,Village Poxui,24344,488,74377,Pabarabanu,131,TVILG,Romans
-200,123,oasis,Forest,,,,,,,
-200,124,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,126,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,127,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,128,other,{k.fo},,,-1,,,,
-200,129,oasis,Clay,,,,,,,
-200,130,unoccupied,Unoccupied 4-4-3-7,,,,,,,
-200,131,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-200,132,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-200,133,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-200,134,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,136,village,Village Aldea de Trilas,24916,,70095,Trilas,10,Tribe Romans,Romans
-200,137,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,138,village,Village Dr3gg3l`s village,24981,,70184,Dr3gg3l,390,Tribe Gauls,Gauls
-200,139,other,{k.fo},,,-1,,,,
-200,140,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-200,141,other,{k.fo},,,-1,,,,
-200,142,other,{k.fo},,,-1,,,,
-200,143,unoccupied,Unoccupied 4-3-4-7,,,,,,,
-200,144,oasis,Forest,,,,,,,
-200,146,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-200,147,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,148,oasis,Lake,,,,,,,
-200,149,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-200,150,oasis,Forest,,,,,,,
-200,151,oasis,Forest,,,,,,,
-200,152,unoccupied,Unoccupied 4-3-4-7,,,,,,,
-200,153,village,Village Dorf von mftravian93,25448,,70736,mftravian93,14,Tribe Gauls,Gauls
-200,154,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,156,other,{k.fo},,,-1,,,,
-200,157,oasis,Forest,,,,,,,
-200,158,unoccupied,Unoccupied 4-3-4-7,,,,,,,
-200,159,other,{k.fo},,,-1,,,,
-200,160,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-200,161,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,162,other,{k.fo},,,-1,,,,
-200,163,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,164,other,{k.fo},,,-1,,,,
-200,166,oasis,Forest,,,,,,,
-200,167,village,Village Diamond,3138,65,70094,Windar1,390,NKF,Romans
-200,168,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,169,other,{k.fo},,,-1,,,,
-200,170,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-200,171,village,Village CropRider´s Dorp,25924,,71295,CropRider,14,Tribe Gauls,Gauls
-200,172,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-200,173,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,174,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-200,176,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-200,177,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,178,unoccupied,Unoccupied 4-3-4-7,,,,,,,
-200,179,unoccupied,Unoccupied 4-5-3-6,,,,,,,
-200,180,oasis,Forest,,,,,,,
-200,181,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-200,182,village,Village 01),26177,261,74426,Podpapucou,124,czskB,Romans
-200,183,oasis,Clay,,,,,,,
-200,184,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,186,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,187,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,188,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-200,189,village,Village Pelaajan Tib kylä,26153,,71572,Tib,157,Tribe Gauls,Gauls
-200,190,oasis,Clay,,,,,,,
-200,191,unoccupied,Unoccupied 4-4-3-7,,,,,,,
-200,192,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,193,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-200,194,village,Village Dorf von Mallony,26206,432,71640,Mallony,332,Hi2.0,Gauls
-200,196,unoccupied,Unoccupied 4-3-4-7,,,,,,,
-200,197,unoccupied,Unoccupied 3-4-5-6,,,,,,,
-200,198,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,199,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-200,200,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-199,-200,unoccupied,Unoccupied 4-5-3-6,,,,,,,
-199,-199,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-199,-198,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-199,-197,other,{k.fo},,,-1,,,,
-199,-196,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-199,-194,unoccupied,Unoccupied 4-5-3-6,,,,,,,
-199,-193,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-199,-192,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-199,-191,unoccupied,Unoccupied 4-3-4-7,,,,,,,
-199,-190,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-199,-189,village,Village Деревня WoodAxe б-рр,26161,,71583,WoodAxe б-рр,29,Tribe Gauls,Gauls
-199,-188,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-199,-187,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-199,-186,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-199,-184,village,Village galippa Köyü,26114,,71529,galippa,13,Tribe Gauls,Gauls
-199,-183,village,{k.bt},26099,393,-1,DBubarov Alliance TURA7 Tribe Gauls,,TURA7,Gauls
-199,-182,other,{k.fo},,,-1,,,,
-199,-181,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-199,-180,unoccupied,Unoccupied 4-4-3-7,,,,,,,
-199,-179,unoccupied,Unoccupied 4-3-4-7,,,,,,,
-199,-178,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-199,-177,unoccupied,Unoccupied 3-4-4-7,,,,,,,
-199,-176,village,Village Solemghost26`s by,26024,,71428,Solemghost26,11,Tribe Gauls,Gauls
-199,-174,village,Village Villaggio di Teskio13,25974,,71358,Teskio13,40,Tribe Gauls,Gauls
-199,-173,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-199,-172,oasis,Forest,,,,,,,
-199,-171,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-199,-170,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-199,-169,oasis,Lake,,,,,,,
-199,-168,other,{k.fo},,,-1,,,,
-199,-167,unoccupied,Unoccupied 4-4-3-7,,,,,,,
-199,-166,other,Mountain,,,,,,,
-199,-164,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-199,-163,village,Village Natars -199|-163,1,,71084,Natars,17,Tribe Natars,Natars
-199,-162,oasis,Forest,,,,,,,
-199,-161,other,{k.fo},,,-1,,,,
-199,-160,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-199,-159,other,{k.fo},,,-1,,,,
-199,-158,unoccupied,Unoccupied 4-5-3-6,,,,,,,
-199,-157,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-199,-156,village,Village plf`s village,25575,,70882,plf,10,Tribe Gauls,Gauls
-199,-154,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-199,-153,other,{k.fo},,,-1,,,,
-199,-152,unoccupied,Unoccupied 4-3-4-7,,,,,,,
-199,-151,unoccupied,Unoccupied 4-4-3-7,,,,,,,
-199,-150,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-199,-149,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-199,-148,village,Village ereniko Köyü,25314,493,70585,ereniko,284,UL,Gauls
-199,-147,other,Mountain,,,,,,,
-199,-146,oasis,Forest,,,,,,,
-199,-144,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-199,-143,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-199,-142,village,Village Village de Devilstraus,25104,,70343,Devilstraus,10,Tribe Gauls,Gauls
-199,-141,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-199,-140,oasis,Forest,,,,,,,
-199,-139,village,Village KisReni faluja,25039,,70270,KisReni,9,Tribe Gauls,Gauls
-199,-138,unoccupied,Unoccupied 4-3-4-7,,,,,,,
-199,-137,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-199,-136,unoccupied,Unoccupied 3-4-5-6,,,,,,,
-199,-134,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-199,-133,unoccupied,Unoccupied 5-3-4-6,,,,,,,
-199,-132,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-199,-131,village,Village Aldeia do miga88,24723,,69844,miga88,80,Tribe Gauls,Gauls
-199,-130,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-199,-129,unoccupied,Unoccupied 4-5-3-6,,,,,,,
